NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.55,65,8,2014,0.22,5.34
Letras-Português (13450),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.55,29,10,2014,0.24,5.31
História (Licenciatura) (13405),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.55,116,11,2014,0.25,5.31
Engenharia Ambiental (112282),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.55,20,8,2014,0.47,5.08
Engenharia Ambiental (112282),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.55,20,4,2014,0.4,5.15
Geografia (Licenciatura) (13407),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.55,84,12,2014,0.24,5.31
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,5.55,22,2,2014,1.38,4.17
Química (Licenciatura) (99808),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.54,24,9,2014,0.3,5.24
Química (Licenciatura) (99808),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.54,24,1,2014,0.91,4.64
Letras-Português (13420),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.54,26,5,2014,0.58,4.96
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.54,54,7,2014,0.32,5.21
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.54,69,11,2014,0.22,5.31
Geografia (Licenciatura) (120777),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.54,56,6,2014,0.34,5.2
Geografia (Licenciatura) (13407),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.54,84,10,2014,0.3,5.24
História (Licenciatura) (13405),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.53,118,10,2014,0.14,5.4
Letras-Português (Licenciatura) (1160083),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.53,17,6,2014,0.57,4.96
Engenharia de Alimentos (112294),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.53,36,6,2014,1.07,4.46
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.53,55,11,2014,0.13,5.4
Pedagogia (Licenciatura) (13452),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,5.53,38,5,2014,0.35,5.18
Pedagogia (Licenciatura) (13410),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.52,124,8,2014,0.53,5
Matemática (Licenciatura) (99806),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.52,21,12,2014,0.21,5.31
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.52,23,2,2014,0.81,4.71
História (Licenciatura) (13405),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.52,117,13,2014,0.21,5.31
Letras-Português (13420),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.52,25,4,2014,0.41,5.11
Pedagogia (Licenciatura) (13410),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.52,126,4,2014,0.6,4.92
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.51,70,3,2014,0.51,5
Pedagogia (Licenciatura) (13410),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.51,127,6,2014,0.38,5.13
Ciências Sociais (Bacharelado) (313436),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.5,24,15,2014,0.07,5.43
Engenharia Ambiental (112282),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.5,20,1,2014,0.77,4.73
Pedagogia (Licenciatura) (13452),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.5,38,3,2014,0.53,4.97
Pedagogia (Licenciatura) (13452),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.5,38,5,2014,0.39,5.11
Química (Licenciatura) (99808),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.5,24,16,2014,0.07,5.43
Química (Licenciatura) (99808),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.5,22,9,2014,0.16,5.34
Química (Licenciatura) (99808),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.5,24,6,2014,0.39,5.11
Química (Licenciatura) (99808),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.5,24,4,2014,0.5,5
Engenharia Ambiental (112282),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,5.5,20,2,2014,0.88,4.62
História (Licenciatura) (13405),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.5,117,6,2014,0.4,5.1
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,5.49,69,7,2014,0.38,5.11
Geografia (Licenciatura) (120777),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,5.49,57,2,2014,0.76,4.73
Letras-Português (13420),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.48,25,5,2014,0.33,5.15
Letras-Português (13420),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.48,25,12,2014,0.08,5.4
Letras-Português (13420),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.48,25,9,2014,0.4,5.08
Engenharia Elétrica (13438),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.48,132,1,2014,2.12,3.36
História (Licenciatura) (13405),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,5.47,116,11,2014,0.24,5.24
Engenharia Ambiental (112282),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,5.47,19,9,2014,0.48,5
Geografia (Licenciatura) (120777),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.47,57,4,2014,0.45,5.02
Geografia (Licenciatura) (120777),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.47,57,6,2014,0.33,5.15
Geografia (Licenciatura) (120777),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.47,57,13,2014,0.08,5.4
Pedagogia (Licenciatura) (13452),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.47,38,7,2014,0.33,5.15
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,5.47,55,2,2014,2.11,3.36
Pedagogia (Licenciatura) (13410),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.47,128,2,2014,0.92,4.54
Geografia (Licenciatura) (120777),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.46,56,4,2014,0.5,4.97
Geografia (Licenciatura) (120777),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",5.46,56,7,2014,0.34,5.13
Pedagogia (Licenciatura) (13410),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,5.46,125,5,2014,0.5,4.97
Ciências Sociais (Bacharelado) (313436),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.46,24,13,2014,0.15,5.31
Química (Licenciatura) (99808),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.46,24,8,2014,0.24,5.21
Química (Licenciatura) (99808),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",5.46,24,14,2014,0.15,5.31
Química (Licenciatura) (99808),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,5.46,24,6,2014,0.6,4.86
Engenharia (13445),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.45,33,10,2014,0.12,5.34
Engenharia Elétrica (13438),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",5.45,132,10,2014,0.37,5.08
Engenharia Elétrica (13438),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,5.45,132,5,2014,0.45,5
Engenharia Elétrica (13438),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.45,82,11,2014,0.11,5.34
Pedagogia (Licenciatura) (13452),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,5.45,38,9,2014,0.23,5.21
Pedagogia (Licenciatura) (13452),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,5.45,38,5,2014,0.53,4.92
Letras-Português (Licenciatura) (1160083),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,5.44,18,3,2014,0.9,4.54
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,5.44,70,1,2014,1.14,4.31
Pedagogia (Licenciatura) (13410),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,5.44,127,2,2014,0.8,4.64
Letras-Português (13420),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,5.44,25,7,2014,0.98,4.46
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,5.44,55,5,2014,0.41,5.02
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,5.43,23,2,2014,0.72,4.72
Geografia (Licenciatura) (13407),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,5.43,77,12,2014,0.09,5.34
Letras-Português (13450),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.43,28,14,2014,0.03,5.4
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,5.43,75,17,2014,-0,5.43
Engenharia Civil (13439),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,5.43,108,15,2014,0.03,5.4
Engenharia Elétrica (13438),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,5.42,76,7,2014,0.32,5.1
Engenharia Ambiental (112282),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,5.42,19,3,2014,0.71,4.71
Geografia (Licenciatura) (120777),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,5.42,57,4,2014,0.46,4.96
Pedagogia (Licenciatura) (13452),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",5.42,38,7,2014,0.46,4.96
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",5.42,69,7,2014,0.22,5.2
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,5.42,69,8,2014,0.27,5.15
Química (Licenciatura) (99808),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,5.42,24,14,2014,0.1,5.31
